日期,类型,金额,分类,备注
2025-05-03 11:00:32,支出,794.19,维修,
2025-01-25 21:16:21,支出,645.78,教育,
2025-01-22 18:28:54,支出,302.91,交通,
2025-06-28 12:05:39,支出,183.82,美容,
2025-06-07 01:28:58,收入,72.48,兼职,退款到账
2025-05-21 12:40:54,收入,382.04,奖金,
2025-08-04 18:01:33,收入,261.53,奖金,
2025-03-20 17:12:44,收入,330.54,利息,
2025-07-08 06:25:19,支出,234.55,美容,
2025-01-17 21:36:11,收入,141.59,二手转卖,
2025-03-26 00:01:31,收入,453.79,利息,
2025-05-09 02:12:49,收入,440.71,报销,停车费
2025-08-15 19:10:52,支出,722.83,水果,
2025-08-17 07:01:49,收入,27.17,工资,
2025-11-26 15:34:55,支出,477.68,饮料,工资收入
2025-10-15 03:06:13,支出,302.36,家庭,
2025-01-16 20:41:20,支出,257.97,日用品,
2025-09-01 02:14:08,收入,148.78,二手转卖,
2025-06-12 17:26:02,收入,26.59,礼金,
2025-12-23 04:35:53,收入,25.23,工资,社交聚会
2025-03-04 14:46:59,支出,464.89,游戏,
2025-10-24 21:56:54,支出,15.15,居家,
2025-02-21 01:38:25,支出,453.34,打车,
2025-09-14 05:07:31,收入,170.86,礼金,
2025-01-04 13:19:57,支出,767.35,物业,
2025-11-18 16:31:24,支出,281.02,餐饮,
2025-05-14 21:49:49,收入,334.72,社会保障,
2025-11-07 11:16:42,支出,252.53,通讯,
2025-10-15 10:55:44,支出,331.55,购物,
2025-11-16 05:18:22,支出,444.23,水果,
2025-03-12 05:55:38,收入,54.12,公积金,
2025-06-12 00:36:43,收入,233.76,利息,
2025-05-09 22:46:57,收入,398.56,兼职,
2025-01-26 17:40:10,收入,103.43,退税退费,
2025-10-17 06:58:37,收入,107.49,报销,
2025-09-06 21:10:13,收入,296.57,工作,
2025-05-15 15:57:08,支出,739.21,装修,
2025-01-13 17:04:42,收入,123.56,红包,
2025-01-07 14:53:36,支出,476.96,水果,
2025-01-21 16:59:24,支出,371.79,烟酒,
2025-02-08 23:31:40,支出,611.94,住房,
2025-06-27 00:47:55,收入,27.53,退税退费,
2025-02-02 04:48:59,支出,373.29,交通,
2025-02-03 10:10:41,收入,482.11,公积金,
2025-09-28 04:30:05,支出,730.63,日用品,
2025-04-12 16:36:59,支出,788.13,外卖,
2025-12-23 22:29:37,支出,536.84,娱乐,
2025-02-26 04:05:20,收入,59.81,股票,年度预算表
2025-08-23 13:18:32,支出,725.44,居家,
2025-10-06 18:13:53,收入,180.22,社会保障,
2025-06-15 13:19:29,支出,399.30,零食,早餐
2025-05-10 09:47:17,支出,50.50,医疗,
2025-04-28 18:00:20,支出,401.15,交通,
2025-01-21 09:08:19,支出,539.41,装修,
2025-10-16 16:10:58,支出,303.17,医疗,
2025-12-17 02:58:46,收入,440.05,公积金,
2025-11-06 08:29:47,收入,451.53,奖金,装修进度
2025-02-10 08:51:19,支出,589.35,美容,
2025-09-03 06:31:18,支出,308.82,装修,
2025-05-11 07:50:44,支出,534.69,娱乐,
2025-01-10 16:09:21,支出,157.64,学习,
2025-10-06 20:16:20,收入,471.81,股票,
2025-03-25 01:26:37,支出,525.79,维修,
2025-12-06 22:47:27,支出,456.74,美容,
2025-01-18 23:52:47,收入,151.26,红包,
2025-08-17 08:15:58,支出,390.93,游戏,
2025-08-05 09:48:07,支出,451.84,纳税,
2025-11-21 14:48:31,收入,42.44,红包,
2025-11-02 07:18:15,收入,8931.00,工资,
2025-08-09 08:11:40,支出,769.48,娱乐,
2025-07-06 17:11:26,支出,77.55,纳税,
2025-01-02 06:42:26,收入,433.41,礼金,
2025-04-18 09:17:12,支出,424.47,社保,
2025-05-25 13:21:37,支出,262.96,运动,
2025-05-23 16:25:02,收入,124.68,利息,
2025-12-13 23:03:15,收入,126.22,工资,
2025-08-24 13:34:31,收入,335.32,利息,
2025-04-02 16:18:06,收入,335.50,兼职,
2025-08-27 12:39:07,收入,156.57,工作,
2025-08-17 16:13:18,收入,317.57,社会保障,
2025-11-19 18:17:13,收入,237.55,股票,
2025-03-15 23:54:24,收入,384.93,退税退费,年度体检
2025-01-17 23:14:55,支出,560.62,书,
2025-12-01 17:13:28,收入,114.01,股票,
2025-06-27 23:59:27,支出,553.13,快递,
2025-03-17 00:56:08,支出,629.78,地铁,
2025-12-19 08:30:20,收入,117.30,二手转卖,
2025-09-17 08:41:08,收入,189.27,红包,
2025-01-10 02:56:03,支出,172.45,运动,
2025-04-06 10:01:51,收入,49.82,工作,年度评估表
2025-08-06 21:54:29,支出,360.23,捐赠,
2025-02-01 14:47:02,支出,125.56,装修,
2025-01-15 19:12:49,支出,451.87,家庭,交通费
2025-08-12 08:39:56,收入,309.44,报销,
2025-04-16 01:25:21,收入,425.45,股票,
2025-08-01 01:08:06,收入,35.05,兼职,
2025-09-20 13:54:18,支出,229.26,水电,
2025-11-13 10:16:40,支出,213.73,物业,
2025-08-04 21:52:30,支出,140.25,装修,
2025-06-12 08:36:03,收入,155.19,股票,
2025-05-20 17:42:40,支出,455.49,旅行,
2025-11-13 04:02:38,支出,440.19,打车,
2025-06-26 18:57:31,支出,72.59,医疗,
2025-02-23 14:21:00,支出,481.85,美容,年度分析
2025-03-13 16:54:33,收入,263.43,礼金,
2025-05-05 05:50:05,收入,263.92,报销,
2025-09-14 21:30:07,支出,393.14,母婴,
2025-02-13 00:36:04,收入,173.31,工资,
2025-07-16 09:20:37,收入,275.96,报销,
2025-06-26 00:30:07,收入,423.30,利息,
2025-07-23 22:50:28,支出,213.57,饮料,
2025-09-08 01:47:24,支出,442.36,餐饮,
2025-05-03 18:10:19,支出,52.21,快递,
2025-06-01 23:47:37,收入,158.50,社会保障,
2025-02-10 02:14:43,收入,453.06,奖金,
2025-01-06 22:28:58,支出,434.94,医疗,
2025-12-08 14:01:59,支出,607.92,家庭,
2025-06-12 13:59:49,支出,508.29,水电,
2025-10-14 03:07:24,支出,722.05,停车,
2025-09-23 12:35:17,收入,71.79,红包,
2025-01-27 04:04:35,支出,343.12,烟酒,
2025-05-09 02:56:10,支出,341.39,母婴,
2025-05-03 22:37:06,支出,158.38,购物,
2025-01-19 08:35:00,支出,21.07,社交,
2025-08-02 18:34:27,收入,239.30,股票,
2025-02-23 17:20:27,支出,646.27,家庭,
2025-09-10 22:16:29,支出,395.67,交通,
2025-10-10 07:54:42,支出,155.14,住房,
2025-02-01 10:28:23,收入,9052.00,工资,
2025-05-05 07:51:00,支出,103.16,母婴,
2025-09-10 07:49:26,支出,213.37,居家,
2025-11-09 05:34:54,支出,174.66,服装,
2025-09-19 01:17:52,收入,55.73,二手转卖,
2025-09-15 09:13:41,支出,243.14,零食,
2025-11-13 03:10:21,支出,409.63,娱乐,
2025-03-18 04:19:22,收入,267.17,工资,
2025-01-06 15:47:45,支出,597.81,服装,水果采购
2025-10-10 17:12:19,支出,145.80,爱人,
2025-11-08 08:11:49,收入,150.46,工资,年度体检
2025-08-14 23:14:48,支出,157.54,日用品,
2025-04-23 07:15:02,收入,103.68,二手转卖,
2025-01-23 10:03:13,收入,278.25,利息,
2025-01-16 18:43:20,收入,189.08,退税退费,
2025-09-04 00:26:35,支出,606.91,维修,
2025-03-28 07:38:29,支出,395.94,打车,
2025-08-17 07:33:22,支出,318.21,停车,
2025-03-02 16:53:01,收入,426.66,奖金,
2025-03-11 01:51:51,收入,203.65,工作,年度考核表
2025-12-12 01:08:32,收入,87.39,二手转卖,
2025-02-18 19:51:03,支出,152.72,通讯,
2025-11-27 08:17:08,收入,72.43,理财,
2025-04-07 20:46:10,收入,94.35,公积金,
2025-07-27 18:39:48,支出,429.00,居家,
2025-09-25 19:47:05,收入,237.63,工资,
2025-09-02 16:44:47,收入,465.95,利息,
2025-08-13 05:32:20,收入,114.47,理财,
2025-11-08 06:25:16,支出,323.86,购物,运动健身
2025-01-24 05:42:16,支出,47.17,餐饮,
2025-02-28 11:17:29,收入,8978.00,工资,
2025-09-24 20:57:55,支出,157.88,医疗,
2025-01-27 04:03:07,支出,497.75,娱乐,
2025-05-26 13:35:31,收入,487.26,工资,
2025-07-25 06:21:54,收入,356.69,工资,
2025-12-16 23:16:35,支出,564.81,宠物,
2025-09-02 23:03:58,支出,352.33,居家,年度支出表
2025-11-28 15:39:00,支出,401.81,物业,
2025-11-23 22:36:50,收入,64.36,工资,
2025-10-21 05:36:35,收入,292.53,股票,
2025-08-12 18:25:01,支出,41.93,物业,
2025-04-09 01:16:24,支出,427.37,交通,
2025-11-14 13:12:57,收入,142.58,报销,
2025-04-06 18:39:51,支出,366.86,烟酒,
2025-08-13 15:16:35,支出,309.01,捐赠,
2025-08-24 23:55:39,收入,404.67,工作,
2025-03-27 09:27:28,支出,419.23,社交,
2025-08-11 07:13:47,支出,253.46,退款,
2025-11-10 00:41:06,收入,167.80,礼金,
2025-05-18 17:33:39,收入,20.41,兼职,
2025-06-02 15:48:22,收入,228.30,报销,
2025-09-28 21:37:35,支出,27.67,旅行,
2025-03-19 07:41:38,收入,326.29,报销,水果采购
2025-08-25 08:23:19,支出,20.06,宠物,运动健身
2025-02-09 16:01:14,收入,489.62,礼金,
2025-03-13 21:43:42,收入,308.26,退税退费,
2025-03-07 15:54:45,支出,540.40,教育,
2025-04-24 19:08:52,收入,208.20,退税退费,
2025-01-08 14:41:52,支出,308.81,医疗,
2025-04-07 20:55:07,收入,447.07,二手转卖,
2025-08-28 14:15:35,收入,8943.00,工资,
2025-02-02 04:51:27,支出,503.89,快递,
2025-02-09 22:41:57,支出,493.89,通讯,
2025-10-01 22:58:57,收入,458.38,利息,
2025-11-15 11:13:52,支出,558.91,社交,
2025-08-11 14:11:58,收入,153.99,公积金,
2025-09-04 17:38:02,收入,421.57,理财,
2025-06-22 11:10:23,收入,230.64,理财,
2025-02-28 02:52:50,收入,242.37,礼金,
2025-11-06 15:48:34,收入,379.66,社会保障,
2025-11-23 05:45:13,支出,578.42,水果,
2025-05-01 23:51:16,收入,254.08,二手转卖,
2025-10-13 02:05:31,支出,230.23,水果,
2025-02-12 01:25:12,收入,213.64,二手转卖,
2025-11-02 10:18:40,收入,416.61,工作,
2025-07-02 16:28:45,支出,744.72,快递,
2025-02-09 15:03:05,支出,787.14,通讯,
2025-12-09 19:21:49,支出,795.75,社交,
2025-01-17 08:20:05,收入,374.83,理财,
2025-11-13 22:20:38,支出,187.52,装修,
2025-12-24 05:38:26,支出,487.67,退款,
2025-06-05 19:52:34,收入,236.66,报销,
2025-02-19 19:45:16,收入,90.24,二手转卖,
2025-08-04 17:51:19,收入,393.46,红包,
2025-01-01 22:16:48,收入,86.44,奖金,
2025-02-01 09:47:10,收入,138.10,工资,
2025-06-17 09:08:13,支出,442.92,日用品,
2025-02-22 23:25:24,支出,8.41,日用品,
2025-07-25 14:59:15,收入,422.45,公积金,
2025-10-18 04:25:58,收入,251.41,报销,
2025-10-13 02:17:23,收入,9019.00,工资,
2025-06-26 23:02:44,支出,260.17,居家,
2025-06-21 10:09:44,收入,306.11,红包,
2025-08-11 07:58:52,支出,41.79,数码,
2025-02-05 21:47:09,收入,181.14,红包,
2025-09-14 00:02:57,支出,424.86,教育,
2025-12-13 12:25:04,支出,339.28,医疗,
2025-09-02 22:00:21,支出,187.16,爱人,
2025-01-02 08:55:40,支出,250.35,日用品,
2025-01-09 09:51:19,收入,17.14,公积金,报销成功
2025-03-16 00:03:59,支出,26.66,地铁,
2025-11-09 15:56:43,收入,117.72,股票,
2025-07-15 21:00:57,收入,285.16,兼职,
2025-06-14 05:27:19,支出,458.30,水电,
2025-04-16 14:07:27,收入,311.20,社会保障,
2025-03-20 13:01:03,支出,516.15,学习,
2025-01-10 21:59:48,支出,797.56,物业,
2025-04-10 00:48:42,收入,163.85,理财,年度目标
2025-08-01 10:42:18,收入,11.35,退税退费,
2025-05-16 08:02:00,收入,167.41,股票,二手转卖
2025-02-24 08:02:41,支出,481.67,维修,
2025-03-02 01:54:24,支出,79.27,社交,二手转卖
2025-09-27 22:10:39,支出,481.36,购物,
2025-01-13 13:12:22,支出,706.78,母婴,
2025-11-22 19:23:33,收入,306.76,公积金,
2025-12-02 01:48:48,支出,722.53,捐赠,
2025-06-04 03:56:08,支出,279.53,物业,
2025-04-09 12:22:45,收入,311.75,利息,
2025-06-22 13:35:20,支出,168.15,宠物,
2025-01-21 13:14:38,收入,172.33,社会保障,
2025-03-12 03:08:23,支出,520.64,服装,
2025-04-21 03:40:36,支出,136.62,购物,
2025-06-28 07:37:55,收入,474.94,社会保障,
2025-10-26 03:58:20,收入,375.29,报销,
2025-04-28 08:25:00,支出,181.45,住房,
2025-01-06 04:49:40,支出,200.13,住房,股票分红
2025-07-13 06:30:34,收入,363.65,社会保障,年度预算表
2025-06-23 00:55:52,支出,134.78,退款,
2025-02-05 02:16:35,收入,369.35,红包,
2025-10-03 22:00:04,支出,450.43,维修,
2025-05-18 11:23:23,收入,302.79,理财,
2025-06-08 09:33:22,支出,694.57,烟酒,
2025-05-11 11:08:15,收入,234.54,兼职,
2025-02-01 04:29:42,支出,462.35,居家,
2025-04-09 07:16:01,收入,290.46,退税退费,
2025-04-19 04:01:10,支出,274.26,地铁,
2025-01-21 04:29:57,支出,396.54,餐饮,
2025-09-26 18:42:51,收入,477.89,兼职,
2025-08-17 00:17:21,收入,285.93,报销,
2025-02-17 17:57:26,收入,399.14,社会保障,
2025-03-18 13:24:47,收入,32.73,退税退费,兼职收入
2025-03-10 10:13:00,收入,476.64,理财,
2025-08-24 16:52:16,收入,203.77,二手转卖,
2025-02-22 00:33:53,收入,410.14,理财,年度核算
2025-10-18 17:16:41,收入,271.31,工资,
2025-08-21 05:08:48,支出,468.69,娱乐,
2025-07-03 20:37:32,支出,780.32,地铁,
2025-01-21 01:36:41,收入,442.40,兼职,运动健身
2025-08-10 05:33:18,收入,429.88,退税退费,
2025-04-28 07:18:44,支出,776.22,旅行,
2025-06-15 02:10:24,支出,287.86,装修,
2025-12-26 03:38:52,收入,22.71,工资,
2025-07-17 00:53:27,收入,378.69,二手转卖,
2025-03-05 18:03:31,支出,258.50,通讯,
2025-10-03 09:08:31,支出,172.85,烟酒,
2025-07-19 11:39:50,支出,661.71,旅行,
2025-10-16 23:44:44,支出,671.21,居家,
2025-02-25 11:19:08,收入,494.69,兼职,
2025-07-23 06:42:15,收入,119.42,报销,
2025-11-19 05:59:26,收入,232.47,利息,
2025-07-02 04:41:44,支出,229.47,维修,
2025-02-15 11:02:13,支出,570.80,地铁,
2025-04-04 06:16:21,支出,417.47,购物,
2025-03-13 14:30:37,支出,123.60,饮料,
2025-06-24 06:53:06,收入,254.90,红包,
2025-02-17 12:19:18,收入,286.25,红包,年度计划
2025-11-04 07:17:24,支出,629.12,游戏,晚餐
2025-11-20 03:33:56,收入,334.19,工作,
2025-03-13 02:51:13,支出,547.21,维修,年度计划
2025-03-11 05:56:51,支出,457.72,日用品,
2025-10-17 10:50:01,支出,731.11,通讯,
2025-04-07 16:22:48,支出,590.16,零食,
2025-07-22 03:46:52,收入,130.29,社会保障,
2025-09-19 14:26:00,支出,207.59,外卖,
2025-03-27 08:25:48,收入,471.23,社会保障,
2025-05-13 13:26:30,收入,190.67,报销,
2025-09-05 20:30:41,支出,187.16,居家,
2025-12-24 09:37:44,支出,722.80,医疗,
2025-11-04 20:18:36,支出,76.45,社交,
2025-04-23 19:53:11,收入,435.35,工作,
2025-12-26 04:38:20,收入,9085.00,工资,
2025-09-04 19:24:11,收入,427.67,工作,
2025-02-28 13:20:18,支出,391.54,零食,
2025-11-18 14:02:19,收入,150.00,工作,
2025-02-25 17:10:28,支出,67.49,爱人,
2025-07-06 13:36:04,支出,514.48,娱乐,
2025-04-11 09:34:35,支出,152.27,彩票,
2025-07-21 23:36:09,支出,498.89,游戏,
2025-10-23 16:37:29,收入,134.48,理财,
2025-11-18 05:22:59,支出,722.43,地铁,
2025-03-08 07:56:59,收入,438.92,退税退费,
2025-06-26 20:36:13,收入,101.81,工作,
2025-09-04 20:21:08,收入,450.93,报销,学习资料
2025-12-21 17:34:38,收入,87.63,退税退费,
2025-07-16 06:33:00,收入,44.54,退税退费,
2025-10-17 04:01:03,收入,470.42,兼职,
2025-03-06 19:18:20,收入,113.24,工资,
2025-08-07 17:19:21,支出,277.04,物业,
2025-12-22 17:17:59,收入,263.86,工资,
2025-11-26 17:43:13,收入,47.83,社会保障,
2025-03-14 16:49:45,收入,145.62,奖金,年度统计
2025-05-19 23:49:29,收入,349.50,退税退费,
2025-12-28 12:46:13,支出,604.93,彩票,
2025-02-18 16:54:25,支出,619.90,快递,
2025-06-17 09:14:19,收入,228.80,工作,
2025-02-13 16:47:30,支出,50.73,旅行,
2025-05-10 10:43:53,支出,88.63,停车,
2025-10-20 10:40:25,支出,351.87,学习,
2025-07-22 04:58:15,支出,12.62,运动,
2025-11-04 18:02:53,收入,23.39,工作,
2025-12-11 15:27:00,支出,381.83,服装,
2025-11-03 16:39:37,支出,590.84,美容,
2025-04-01 06:40:08,支出,128.63,外卖,
2025-01-03 09:23:00,支出,396.97,游戏,
2025-06-18 19:19:45,支出,431.41,母婴,
2025-09-14 21:02:23,支出,35.34,烟酒,
2025-10-26 13:13:31,收入,457.92,公积金,
2025-05-08 02:50:54,支出,727.92,服装,
2025-10-11 01:52:14,支出,10.38,游戏,
2025-01-19 01:19:09,支出,649.27,物业,
2025-07-25 14:53:30,支出,536.86,汽车,
2025-02-04 16:30:30,支出,366.11,游戏,
2025-07-27 10:11:17,支出,455.00,交通,彩票中奖
2025-01-19 07:45:14,收入,66.35,礼金,
2025-03-25 16:58:00,收入,408.06,奖金,报销成功
2025-01-19 03:10:17,支出,662.09,烟酒,
2025-01-27 12:57:27,支出,443.25,家庭,娱乐消费
2025-02-02 19:08:01,收入,84.70,奖金,
2025-01-06 14:34:51,收入,431.69,礼金,
2025-02-10 22:26:47,收入,449.28,工资,年度计划
2025-11-14 01:10:28,收入,350.34,退税退费,
2025-01-16 01:10:24,收入,392.11,报销,
2025-04-28 08:24:33,支出,300.96,社交,
2025-10-18 19:36:03,支出,243.41,家庭,
2025-08-27 03:27:00,支出,25.73,物业,
2025-02-06 10:06:35,支出,383.91,捐赠,
2025-05-15 19:33:36,支出,425.43,纳税,
2025-06-25 17:44:44,收入,166.62,股票,
2025-08-02 14:03:41,支出,279.23,旅行,
2025-02-09 14:12:02,支出,778.08,餐饮,
2025-10-02 04:09:43,支出,168.22,美容,
2025-01-03 06:57:02,收入,78.64,公积金,
2025-06-17 03:52:53,收入,46.53,礼金,
2025-08-26 00:13:36,收入,122.93,礼金,
2025-11-24 12:47:41,收入,364.92,社会保障,
2025-06-27 04:19:22,支出,779.71,住房,年度核算
2025-12-25 10:27:50,支出,364.80,纳税,
2025-08-08 23:18:09,支出,791.09,纳税,
2025-06-28 03:29:51,支出,52.65,游戏,
2025-11-06 08:04:09,支出,534.86,旅行,
2025-03-12 02:46:51,支出,197.54,汽车,
2025-09-05 13:51:51,支出,202.20,娱乐,年度账单
2025-04-28 06:40:20,收入,489.99,工作,
2025-04-17 04:41:31,收入,453.56,社会保障,
2025-07-06 19:48:26,收入,20.33,社会保障,
2025-01-21 06:06:37,支出,604.72,娱乐,
2025-05-27 20:24:56,收入,474.01,报销,
2025-04-22 11:53:58,收入,466.30,利息,
2025-02-25 06:26:05,支出,581.53,纳税,
2025-07-22 09:59:04,支出,155.93,数码,年度报告
2025-03-14 23:31:19,支出,362.53,水果,
2025-12-09 16:37:03,收入,180.61,理财,
2025-05-10 14:06:31,收入,338.46,股票,
2025-04-15 09:15:38,支出,33.87,书,
2025-12-27 10:30:43,收入,482.32,礼金,
2025-10-19 10:18:42,支出,697.48,社保,
2025-02-18 10:47:02,收入,440.09,社会保障,
2025-10-25 09:57:24,收入,469.07,理财,
2025-05-10 22:47:50,收入,106.51,利息,
2025-05-10 22:57:50,支出,627.79,书,
2025-09-23 02:09:09,支出,185.38,捐赠,
2025-10-26 02:38:44,支出,762.34,住房,
2025-09-02 15:01:21,支出,193.59,书,
2025-08-06 15:03:19,收入,469.52,礼金,
2025-06-26 17:03:11,收入,175.87,退税退费,
2025-04-28 05:36:40,收入,287.61,工作,
2025-10-24 03:37:36,收入,245.22,奖金,
2025-09-02 05:55:49,支出,223.84,社交,
2025-03-02 07:12:39,支出,69.74,汽车,购物优惠
2025-12-19 20:24:26,收入,349.11,红包,
2025-09-05 15:36:39,收入,495.45,奖金,
2025-05-01 09:30:07,收入,20.61,报销,
2025-05-12 07:08:02,支出,499.99,母婴,
2025-06-26 02:46:54,收入,309.14,红包,
2025-02-23 18:21:32,收入,48.27,工资,
2025-03-27 09:22:03,支出,579.38,纳税,
2025-06-12 09:15:24,支出,20.33,社交,
2025-07-03 04:53:37,收入,231.07,兼职,烟酒消费
2025-05-13 17:07:28,收入,68.82,股票,
2025-08-21 10:49:09,收入,400.41,礼金,
2025-12-26 00:45:25,收入,82.97,兼职,
2025-02-09 00:31:42,收入,64.83,礼金,年度分析表
2025-11-09 01:10:06,支出,617.83,教育,
2025-02-28 22:21:11,收入,28.35,二手转卖,
2025-06-05 04:47:57,支出,266.46,教育,彩票投注
2025-05-26 16:29:29,支出,364.53,旅行,
2025-08-20 08:23:17,收入,194.42,公积金,
2025-06-10 10:42:12,收入,400.66,公积金,
2025-04-10 20:54:45,收入,445.99,红包,
2025-04-15 09:53:01,收入,90.35,工资,
2025-09-18 16:18:52,支出,524.94,社保,
2025-02-27 10:49:49,支出,607.56,捐赠,
2025-09-04 00:14:49,收入,84.92,二手转卖,
2025-02-17 16:38:12,收入,199.85,理财,
2025-05-11 10:44:53,收入,90.71,社会保障,
2025-02-01 19:12:43,支出,780.98,书,年度结算表
2025-10-06 23:25:26,支出,202.28,美容,
2025-01-25 19:26:27,支出,284.43,家庭,
2025-08-28 16:02:22,收入,105.88,工作,
2025-12-19 06:49:14,支出,427.76,通讯,年度分析
2025-01-01 10:29:27,收入,26.90,社会保障,
2025-07-08 15:36:13,收入,379.18,社会保障,
2025-10-03 02:31:29,收入,457.25,工资,
2025-09-27 14:12:29,支出,205.42,纳税,
2025-01-05 05:31:36,支出,279.91,社交,
2025-11-18 14:28:25,支出,534.64,餐饮,年度清算表
2025-11-21 06:29:25,收入,126.79,报销,
2025-02-06 05:09:17,收入,215.43,公积金,
2025-09-15 18:06:04,收入,448.20,报销,
2025-04-26 02:14:47,收入,270.25,理财,
2025-08-17 02:11:38,收入,321.94,礼金,
2025-09-08 01:23:14,收入,194.85,工资,
2025-04-06 15:08:08,收入,32.38,礼金,
2025-06-24 07:16:14,收入,462.87,二手转卖,
2025-04-27 16:52:14,收入,199.60,公积金,
2025-04-10 04:46:39,收入,96.76,工作,
2025-09-19 07:57:13,收入,410.45,奖金,
2025-01-18 12:06:20,收入,447.39,股票,
2025-01-26 12:38:11,收入,75.40,股票,
2025-04-01 11:01:24,收入,40.44,公积金,
2025-04-28 00:39:34,支出,689.08,捐赠,
2025-12-15 01:15:05,支出,33.46,教育,
2025-06-06 21:53:32,支出,682.29,快递,
2025-12-04 22:52:11,收入,379.11,礼金,
2025-09-07 18:03:32,支出,75.42,日用品,年度报告表
2025-11-23 23:47:53,支出,553.98,停车,
2025-01-13 11:48:23,支出,597.88,饮料,
2025-11-20 21:49:32,支出,354.64,医疗,
2025-02-22 00:24:14,收入,32.79,礼金,
2025-12-02 01:13:08,收入,17.15,工作,
2025-04-22 00:20:04,收入,468.54,报销,二手转卖
2025-02-27 17:46:43,收入,34.46,公积金,
2025-05-16 19:20:08,支出,448.52,教育,
2025-02-23 12:01:14,收入,485.66,礼金,
